Station ID,Name,latitude,longitude,Bikes,Total bike slots
513d321ee2eab0fac86c99e3e904f84a,"200236 - Greenberry Street, St.John's Wood",51.53256,-0.16862,15,11
51b5abdaca17f7881f94da3ec22e981f,"200058 - Northdown Street, King's Cross",51.531066,-0.11934,2,19
843d6482837acafc806348eb0f23ba39,"200226 - Kingsway Southbound, Strand",51.513875,-0.117774,6,27
4363606abfd3d732499c427978102b08,"200142 - Hammersmith Road, Hammersmith",51.493267,-0.21985,22,0
465c84c404e8f3f73e1143adfc7d538c,"200237 - Parson's Green , Parson's Green",51.472817,-0.199783,13,6
cbee2dce2bbc322f7e83b4d9f08c2006,"200229 - Fulham Park Road, Fulham",51.473471,-0.20782,3,23
ba25773e45779fb1fa1d5ca30b2939d0,"200235 - Manbre Road, Hammersmith",51.485743,-0.223616,13,15
991480aa8890dcdb90d45b61951b28d2,"200136 - BBC White City, White City",51.514767,-0.225787,10,25
2564725d535c69c5d1f915d8d3c24777,"200211 - Union Grove, Wandsworth Road",51.472993,-0.133972,38,7
4b4417d3be97d1bf90708cabf8844806,"200137 - Caldwell Street, Stockwell",51.477839,-0.116493,0,44
08fa4d8316678d7c4402b0c03a09c952,"200198 - Seymour Place, Marylebone",51.520331,-0.163667,5,23
105a2dff2d4a179b561b6e28eab59185,"200218 - Addison Road, Holland Park",51.504199,-0.210941,16,10
592fcd87128c93fee2336091e529072a,"200224 - Colet Gardens, Hammersmith",51.491093,-0.216493,2,28
5a12fc9f1fa719a0ebd8d4d52ca5997c,"200208 - Sugden Road, Clapham",51.46512358,-0.157788279,5,14
81b5079628ca78b668b84651c710531c,"200222 - Danvers Street, West Chelsea",51.48256792,-0.172078187,8,12
bbf7032a86f129ea4aff85a8c03fba45,"200067 - Princedale Road , Holland Park",51.50646524,-0.208486599,4,16
78dfc43f62e3197e9896b5e0575aaec0,"200175 - Wandsworth Rd, Isley Court, Wandsworth Road",51.46925984,-0.141812513,23,5
6411e039a76d2a69c1329d706742341b,"200214 - Woodstock Grove, Shepherd's Bush",51.50403821,-0.217400093,18,4
